119.8887,116.9182,120.2142,122.4016,122.8537,121.1979,120.0918,120.5594,0,0,0,0,0,0,119.6662,119.6861,120.2035,120.645,120.7828,119.868,120.9452,120.5074,121.4461,121.0745,120.6336,120.478,121.2868,121.0616,120.7411,121.5287,122.8469,122.522,123.3361
118.4833,119.113,119.2175,119.402,119.1994,120.3729,118.6979,119.9861,0,0,0,0,0,0,117.0953,118.2259,117.9222,119.0931,119.6052,118.817,118.7949,119.6539,118.7898,118.3232,116.3445,119.7169,119.399,119.0675,118.8404,121.2108,120.3217,119.245,119.3349
119.1885,119.6529,119.6615,115.658,115.8167,119.3595,117.4427,119.437,0,0,0,0,0,0,117.0795,118.3916,119.2461,118.2988,119.2205,119.4737,119.5873,119.4365,119.648,118.0962,115.6257,119.3311,118.8567,119.2106,118.0727,117.0912,117.392,119.6426,119.5581
118.9477,119.8245,119.6688,118.7703,117.0084,119.9015,119.1293,120.0473,0,0,0,0,0,0,118.319,118.6439,118.8873,118.383,119.0167,118.1756,119.3797,119.4305,119.2704,119.4658,115.6036,117.4316,117.1512,119.5249,118.8095,117.0902,117.1608,118.9934,118.8063
118.8696,119.8355,119.9494,114.9698,119.2314,119.8865,119.0638,119.9536,0,0,0,0,0,0,118.1023,117.8862,118.5815,117.8657,118.65,118.8275,119.3588,118.7265,119.1902,118.4144,118.8251,118.0219,118.3868,118.0203,119.1421,116.889,116.4125,118.2892,119.52
119.5554,120.1445,119.6487,117.0729,115.6124,119.6433,118.8831,119.645,0,0,0,0,0,0,118.403,117.9903,118.0069,117.1083,118.3563,118.3187,119.9122,118.2573,118.8402,118.3805,118.1284,118.1977,117.4067,117.3041,118.4813,116.6638,115.8481,119.3651,118.7056
119.2579,119.0851,119.6497,115.2872,115.4793,118.6834,118.8705,119.198,0,0,0,0,0,0,117.4107,117.0329,118.8917,117.8763,116.9558,116.046,119.3074,118.9886,119.2797,117.6095,118.5163,119.2871,117.4966,119.4193,118.7319,115.9339,117.0312,118.6526,119.1704
118.6033,119.7357,120.2799,118.7573,115.7113,117.9403,117.6062,117.8133,0,0,0,0,0,0,117.6568,117.9476,117.2344,117.4048,116.9822,117.2424,116.9525,117.9091,119.0915,117.6423,116.917,119.0886,117.9822,118.0124,118.5157,116.4551,119.4072,119.4323,115.6608
118.7806,119.8594,120.1026,117.3435,115.3352,118.6995,117.7983,117.9376,0,0,0,0,0,0,117.0958,117.3841,117.138,116.3184,117.4032,117.5185,118.1399,119.0562,117.3856,116.8936,116.098,117.457,118.183,118.7796,118.4001,119.8463,118.7895,119.2084,118.9287
118.9847,120.0078,119.0494,120.0329,119.0157,118.853,119.0337,119.677,0,0,0,0,0,0,117.163,117.5854,117.7834,118.2427,118.5481,118.4486,119.403,120.2467,120.4398,120.1296,118.6419,118.141,118.4888,119.8976,120.3359,116.3557,119.0442,118.8478,118.434
119.3996,119.619,119.7368,119.2688,119.0453,119.7147,118.9706,119.6994,0,0,0,0,0,0,117.866,116.5382,117.8094,117.7997,118.7461,119.955,119.7417,119.5062,119.9925,115.8598,118.1096,117.6884,118.5977,119.0675,119.8075,116.9469,120.0034,118.9596,119.5409
119.1645,119.0628,118.7086,117.5625,114.9211,119.9959,118.8463,116.0846,0,0,0,0,0,0,117.8787,118.3209,118.5471,117.6777,118.2328,118.8924,119.6816,120.1689,119.3357,117.7667,118.8318,118.7179,119.0352,118.7187,119.8637,116.7226,119.5705,119.3539,118.5709
119.0354,120.0041,119.765,120.0062,118.9522,119.2086,119.1278,119.273,0,0,0,0,0,0,118.0273,118.1373,118.7486,119.1946,119.1271,118.6998,118.92,120.0895,120.1448,117.725,119.175,119.0516,117.9655,118.6592,119.1908,117.2523,120.151,120.0116,118.9555
118.7592,119.7087,118.9481,118.71,119.4102,119.4018,118.9694,120.0439,0,0,0,0,0,0,118.0421,117.8458,118.5654,117.176,118.8109,118.3183,119.0832,119.7669,118.9559,117.4964,117.8054,119.4504,117.2406,119.0149,117.4732,116.8705,119.7899,119.2063,118.9409
119.0866,120.1894,119.8303,119.9521,119.1978,119.6875,118.5883,119.1464,0,0,0,0,0,0,117.2375,118.2815,117.9541,118.0043,119.2253,117.6192,119.7408,119.2702,118.2315,118.2199,119.512,119.2722,117.9269,118.732,119.2714,117.0873,120.1943,119.6184,115.9615
120.7331,120.3279,120.2287,118.3643,116.5221,119.0025,118.8158,119.0727,0,0,0,0,0,0,116.9898,118.6057,117.8129,117.6222,119.3758,118.3638,118.9302,119.7876,118.5597,117.4604,117.5164,118.772,118.2289,118.4377,118.0566,116.6287,120.9033,119.5661,118.2537
119.6338,119.9603,120.6751,119.0232,117.1626,119.0128,118.7309,118.834,0,0,0,0,0,0,116.5784,118.2919,117.1052,118.1218,118.91,118.3601,119.3541,119.1585,118.882,118.025,118.613,118.4369,119.0919,119.1348,119.7489,119.6099,119.18,118.3897,120.2149
119.5981,119.7729,119.9952,116.2638,118.7398,119.7825,118.5114,119.3499,0,0,0,0,0,0,118.1195,117.6766,117.1779,116.4795,118.6117,118.8707,119.4209,119.4961,118.6226,118.8429,118.8411,118.8158,119.1572,119.2462,118.0574,119.3106,118.9648,118.7845,120.7807
119.2034,119.4281,119.3781,117.4594,118.726,119.1657,118.2976,119.6835,0,0,0,0,0,0,118.6287,117.2572,117.9368,117.8866,118.4145,118.2334,119.4713,118.5652,119.4322,117.9366,117.9884,119.0138,118.8089,119.2445,118.0435,116.5625,119.5872,118.5687,118.4784
119.2019,119.5874,120.1454,115.9476,116.9595,118.8418,118.6705,118.952,0,0,0,0,0,0,116.6329,116.9619,118.004,117.9116,118.4348,118.4472,118.5593,119.296,117.7378,116.8592,118.2658,119.0398,117.8075,118.9876,118.8184,119.5837,120.3938,119.5904,118.2993
119.1258,119.2674,119.2986,119.0862,118.9836,119.4019,119.3763,119.3075,0,0,0,0,0,0,116.3521,117.7503,117.8266,116.9768,117.8718,118.4532,118.2219,119.0349,118.307,117.4187,117.6712,118.2375,117.1823,119.3028,118.9391,116.1904,119.1907,114.0518,117.8085
119.0054,119.2637,119.617,118.1461,119.2837,118.5888,119.1099,119.0539,0,0,0,0,0,0,115.8156,117.7618,117.5666,118.4054,118.0832,117.5685,118.2914,119.4136,117.6676,114.2723,111.8564,117.8331,117.3945,118.4976,118.1941,117.1555,119.4446,119.1991,118.4906
117.1216,117.258,119.0099,117.956,116.4195,117.8193,117.2411,118.7869,0,0,0,0,0,0,115.5043,116.1495,115.9378,117.2587,116.7701,117.7779,117.2084,117.8324,116.4926,115.9789,117.3053,116.9497,116.0155,117.2044,119.6874,116.5067,118.0356,116.7472,116.7385
116.8956,117.5528,117.9156,117.9842,119.0687,118.9224,117.7976,117.7253,0,0,0,0,0,0,113.3133,115.9045,117.2092,117.168,116.239,117.3705,117.4813,116.9664,116.6588,115.5994,116.8875,118.072,117.3904,118.6882,118.6688,115.0799,118.5274,117.6248,117.6733
118.676,117.222,119.2032,119.21,118.7525,118.6799,116.2236,118.4429,0,0,0,0,0,0,116.0514,116.7662,117.2496,117.0629,117.7139,117.6664,118.2086,117.6895,116.5954,115.768,113.4579,118.4972,116.1302,117.9022,116.9263,118.0104,117.3741,118.1569,117.4971
117.722,118.261,117.2558,116.3492,118.611,117.0223,116.9832,116.4429,0,0,0,0,0,0,116.5449,116.9822,117.0377,117.4429,117.9634,117.7349,116.0833,118.0014,117.548,117.3586,117.1624,115.9519,116.8989,116.0674,115.495,118.8727,115.682,117.7708,116.567
118.1989,119.1496,119.5467,119.3305,118.5768,118.8879,117.2988,116.903,0,0,0,0,0,0,115.4818,117.2064,117.3924,117.8421,118.664,117.5269,117.7372,117.9719,116.9117,116.4758,115.0065,116.6081,116.7283,118.4523,118.312,116.2099,119.8444,118.1059,118.4824
